,,,,,,,,,,,
dam_name,nidid,inspection_date,owner_typ,river,city,county,longitude,latitude,inspection_frequency,year_completed,year_modified
Parkwood Lake Dam,NC01038,3/15/12,Private,Northeast Creek,Parkwood,Durham,-78.9121,35.8836,5,1962,1982
Lake Cammack Dam,NC00739,10/30/14,Local Government,Stony Creek,Carolina,Alamance,-79.4113,36.1774,2,not available,not available
Willowhaven Lake Dam #2,NC01050,6/17/09,Private,Seven Mile Creek,Durham,Durham,-78.964,36.073,2,1962,not available
Waynick Lake Dam,NC00693,1/14/15,Private,Mears Fork Creek-Tr,Altamahaw,Guilford,-79.8847,36.2058,5,1969,not available
Smothers Lake Dam,NC00691,1/3/13,Private,Smith Branch-Tr,Ossipee,Guilford,-79.676,36.21,5,1953,not available
Cattail Lake Dam,NC00962,7/13/06,Private,Cattail Creek,Hares Crossroads,Johnston,-78.274,35.677,5,1937,not available
Kennedy Lake Dam,NC00719,11/5/13,Private,Pleasant Creek-Tr,Whites Chapel,Randolph,-79.594,35.802,5,1965,not available
Country Club Lake Dam,NC01077,4/1/08,Private,Long Swamp,Lumberton,Robeson,-79.26,34.697,5,1965,not available
Fogleman Lake Dam,NC00703,6/26/12,Private,Beaver Creek-Tr,Ossipee,Guilford,-79.971,36.167,5,1961,not available
Baker Lake Dam,NC00885,1/7/15,Private,Mine Creek-Tr,Raleigh,Wake,-78.665,35.887,2,1964,not available
Hobbs Lake Dam,NC00684,12/11/13,Private,Haw River-Tr,Altamahaw,Guilford,-79.944,36.211,2,1960,2002
Bengston Lake Dam #4,NC00717,10/7/08,Private,Jackson Creek-Os,Jackson Springs,Moore,-79.638,35.234,5,1967,not available
Blackburn Lake Dam,NC00776,4/14/04,Private,Eno River-Tr,Hillsborough,Orange,-79.1302,36.0397,5,1952,not available
Austin Lake Dam,NC00956,8/5/08,Private,White Oak Creek,Smithfield,Johnston,-78.528,35.619,5,1900,not available
Rudy Hill Dam,NC00982,5/19/15,Private,Peters Branch,Lagrange,Wayne,-77.862,35.387,2,1964,not available
Arrowhead Lake Dam,NC00772,3/22/00,Private,East Fork Eno River-Tr,Hillsborough,Orange,-79.1355,36.1558,5,1961,not available
Ricks Lake Dam,NC00921,4/25/13,Private,Swift Creek-Tr,Gold Rock,Nash,-77.925,36.131,5,1963,not available
Winstead Pond Dam,NC00022,2/10/00,Private,Upper Little River-Tr,not available,Lee,-79.161,35.424,5,1958,not available
Overhills No. 1,NC00013,5/4/12,Federal,Gulley Mclean Branch,Overhills Nc,Harnett,-79.0316,35.2221,0,1938,not available
Arrowhead Lake,NC00169,5/8/15,Private,Clear Creek,Cedar Mountain,Transylvania,-82.651,35.137,2,1952,not available
Southern Pines Waterworks Dam,NC00072,7/30/15,Local Government,Mill Creek,Lakeview,Moore,-79.401,35.215,2,1924,not available
Nelson Lake Dam,NC00496,3/8/13,Private,Whortleberry Ck-Os,Mcfarlan,Anson,-79.961,34.818,5,1945,not available
Collins Lake Dam,NC00541,10/26/11,Private,Lanes Creek-Tr,Peachland,Union,-80.433,34.852,5,1959,not available
Ritchie Lake Dam,NC00545,10/29/14,Private,Riles Creek-Tr,Whitney,Stanly,-80.269,35.498,5,1922,not available
Third Creek Dam #9,NC00147,3/4/15,Private,Third Creek-Tr,Statesville,Iredell,-81.03,35.8358,2,1958,not available
Aero Plantation Lake Dam 1,NC00511,11/20/14,Private,West Mundy'S Run Creek,Van Wyck Sc,Union,-80.745,34.9941,2,1962,2005
Baucom Lake Dam,NC00533,3/23/11,Private,Chinkapin Creek-Os,Cheraw Sc,Union,-80.505,35.041,5,1954,not available
Dodson Lake Dam,NC00435,12/17/13,Private,Sandy Creek-Tr,Ramseur,Randolph,-79.6303,35.8754,2,1948,2010
Fontana,NC00298,11/6/14,Federal,Little Tennessee River,Tapoco,Swain; Graham,-83.805,35.4533,2,1944,1973 SE; 1976 S; 1983 S; 1999 SE; 2000 S; 2003 H
Tandon Lake Dam,NC00429,2/24/14,Private,East Belews Creek-Tr,Pine Hall,Forsyth,-80.053,36.1955,5,1970,not available
Eury,NC00480,8/26/15,Private,Little River,None,Montgomery,-79.909,35.2538,3,1916,not available
Blue Star Dam Lower,NC00351,1/22/15,Private,Mud Creek,Hendersonville,Henderson,-82.5372,35.247,2,1963,not available
Lake Concord Dam,NC00519,10/22/14,Local Government,Cold Water Creek-Tr,Kanannapolis,Cabarrus,-80.5849,35.478,2,1926,1999
Ewing Lake Dam,NC00462,10/18/12,Private,Drowning Ck-Os,Alma,Montgomery,-79.735,35.277,5,1952,not available
Third Creek Dam #21,NC00124,2/12/15,Private,I-L Creek-Trib,Cleveland,Iredell,-80.87,35.709,2,1954,not available
Mallard Lake Dam Lower,NC00305,10/22/15,Private,Muddy Creek-Tr,Bethania,Forsyth,-80.3268,36.1843,2,1967,not available
Burkhead Lake Dam #1,NC00468,3/26/13,Private,Drowning Creek-Os,Alma,Montgomery,-79.734,35.284,5,1955,not available
Forest Lake Dam,NC00231,12/22/10,Private,Yadkin River-Tr,High Rock,Davie,-80.395,35.863,5,1966,not available
Town Fork Creek Watershed Dam #1-B,NC00422,10/28/14,Private,Lick Creek,Walnut Cove,Forsyth,-80.1258,36.24,2,1968,not available
Dupont Lake Dam,NC00382,5/14/14,State,Little River-Tr,Little River,Transylvania,-82.622,35.187,5,1972,not available
Twin Oaks Farm Lake Dam,NC00521,12/30/13,Private,Little Cold Water Creek,Concord,Cabarrus,-80.538,35.435,5,1950,not available
Marlwood Lake Dam,NC00390,5/29/13,Private,Mcalpine Creek-Os,Charlotte,Mecklenburg,-80.705,35.2,5,1955,not available
Barbour Pond Dam,NC00037,2/9/04,Private,Gum Branch,Hope Mills,Cumberland,-79.026,34.973,5,1964,not available
Bright Lake Dam,NC00626,2/2/12,Private,Deep River-Tr,Moncure,Chatham,-79.1944,35.6083,5,1957,not available
Lake Pine Dam,NC00933,12/29/09,Local Government,Williams Creek,Cary,Wake,-78.8165,35.7472,2,1968,not available
Jeffries Lake Dam,NC00916,4/25/13,Private,Turkey Creek,Spring Hope,Nash,-78.164,35.949,5,1954,not available
Pittsboro Water Supply Dam Upper,NC00750,1/26/12,Local Government,Roberson Creek-Tr,Pittsboro,Chatham,-79.184,35.714,5,1960,not available
Lake Glenwood Dam,NC00898,5/5/10,Private,Hardee Creek-Tr,Yankee Hall,Pitt,-77.314,35.576,2,1966,not available
Nash County Wildlife Lake Dam,NC00954,1/22/01,Private,Red Bud Creek,Gold Rock,Nash,-78.0294,36.1061,5,1950,not available
Mcfarland Lake Dam,NC01026,3/7/00,Private,Flat River-Tr,Bahama,Durham,-78.898,36.214,5,1960,not available
Brantley Lake Dam,NC00918,3/19/03,Private,Coker Creek-Tr,Spring Hope,Nash,-78.158,35.9466,5,1973,not available
Lake Johnson Dam,NC00862,3/11/13,Public Utility,Walnut Creek,Raleigh,Wake,-78.705,35.7617,2,1914,2006
Sharp Lake Dam,NC00569,12/9/10,Private,Town Creek,Eden,Rockingham,-79.709,36.422,5,1956,not available
Crawford Lake Dam,NC00641,2/7/01,Private,Joes Creek-Os,Richmond Mills,Scotland,-79.567,34.895,5,1850,not available
Reeve'S Lake,NC00623,6/24/80,Private,Rocky River,Moncure,Chatham,-79.211,35.636,5,1850,not available
Steele Millpond Dam,NC00654,7/1/13,Private,Hitchcock Creek,Cordova,Richmond,-79.8288,34.9195,5,1890,not available
Cane Creek Resevoir Dam,NC00779,11/9/11,Local Government,Cane Creek,not available,Orange,-79.2411,35.9502,2,1989,not available
Blackwood Lake Dam,NC00780,3/22/00,Private,Morgan Creek,Carrboro,Orange,-79.118,35.94,5,1960,not available
Woodard Lake Dam,NC00997,4/22/82,Private,Crabtree Creek-Tr,Raleigh,Wake,-78.5844,35.7988,5,1941,not available
Hester Lake Dam,NC00798,2/6/80,Private,Little River-Tr,Bagley,Wake,-78.329,35.787,5,1940,not available
Jordan Millpond Dam,NC00804,8/31/76,Private,Cypress Creek,Turners Crossroads,Northampton,-77.425,36.52,5,not available,not available
Parker Lake Dam,NC00849,3/20/14,Private,Kenneth Creek-Tr,not available,Wake,-78.785,35.5875,2,not available,not available
Reedy Creek Lake Dam,NC00842,10/19/12,State,Crabtree Creek-Tr,Raleigh,Wake,-78.745,35.84,5,1955,not available
Adcock Lake Dam,NC00930,2/5/03,Private,Kenneth Branch-Tr,Lillington,Wake,-78.8722,35.6016,5,1954,not available
Holt Millpond Dam,NC00971,6/9/09,Private,Moccasin Creek,Princeton,Johnston,-78.185,35.464,5,1900,not available
Kimesville Lake Dam,NC00667,11/16/10,Private,South Prong Stinking Quarter,Kimesville,Guilford,-79.546,35.951,5,1812,not available
Hurley Lake Dam,NC00705,12/12/13,Private,Reedy Creek,Allreds,Randolph,-79.8794,35.5811,5,1960,not available
Greensboro Park Lake Dam 5B,NC00608,12/18/14,Local Government,Richland Creek,Greensboro,Guilford,-79.837,36.131,5,1934,not available
Wills Pond,NC00984,1/29/08,Private,Old Mill Branch,Lagrange,Wayne,-77.893,35.388,5,1964,not available
San-Lee Park Dam,NC00016,2/22/12,Local Government,Little Lick Creek,not available,Lee,-79.1269,35.4825,2,1945,not available
Blanchard Lake Dam #2,NC00008,12/4/12,Private,Barbeque Swamp,Harnett,Harnett,-79.0602,35.3233,2,1953,not available
Willette Lake Dam,NC00023,2/21/12,Private,Juniper Creek-Tr,not available,Lee,-79.187,35.397,5,1960,not available
Cox Lake,NC00445,8/11/15,Private,Deep River,Cedar Falls,Randolph,-79.7536,35.7605,1,1918,not available
Mccauley Lake Dam,NC00472,10/18/12,Private,Mill Creek,Robbins,Montgomery,-79.721,35.312,5,1952,not available
Cunningham Lake Dam,NC00552,1/18/12,Private,Haw River-Tr,Altamahaw,Rockingham,-79.733,36.263,5,1968,not available
Joyner Lake Dam,NC00420,10/13/15,Private,Kerners Mill Creek-Tr,Guthrie,Forsyth,-80.1108,36.125,2,1923,not available
Murrays Mill Pond Dam,NC00363,10/14/14,Private,Ball Creek,Catawba,Catawba,-81.094,35.676,5,1911,not available
Wildcat Lake Dam,NC00281,3/17/15,Private,Wildcat Creek,Banner Elk,Avery,-81.8819,36.1489,2,1920,2008
Kings Mountain City Lake Dam #2,NC00111,10/20/15,Local Government,Kings Creek-Tr,Kings Cr Sc,Cleveland,-81.354,35.194,2,1954,1996
Lake Pinehurst Dam,NC00061,9/10/15,Private,Horse Creek,not available,Moore,-79.493,35.165,2,not available,not available
Reasonover Lake Dam,NC00170,3/7/12,Private,Reasonover Creek,Little River,Transylvania,-82.5983,35.163,5,not available,not available
Hampton Lake Dam,NC00269,1/6/15,Private,Fowler Creek,Ford Ga,Jackson,-83.082,35.098,2,not available,not available
Sanders Lake Dam,NC00034,11/19/12,Private,Bones Creek-Tr,Fenix,Cumberland,-79.032,35.058,5,1955,not available
Greene Lake Dam,NC00081,1/22/14,Private,Mill Ck-Tr,Lakeview,Moore,-79.338,35.22,5,1955,not available
Plyler Lake Dam,NC00534,9/1/15,Private,Stewarts Creek-Tr,Cheraw Sc,Union,-80.54,35.01,5,1956,not available
Martin Pond Dam #2,NC00332,10/29/13,Local Government,Catawba River-Os,Belmont,Mecklenburg,-81.006,35.263,5,1957,not available
Young'S Lake,NC00090,10/14/15,Federal,Tr-Tank Creek,Spring Lake Nc,Cumberland,-78.9876,35.1686,0,1993,not available
Deep Creek W/S #24 (Pl-566),NC00356,10/23/12,Local Government,North Deep Creek-Tr,High Rock,Yadkin,-80.677,36.198,5,1963,not available
Deer Lake Dam,NC00193,2/4/15,Not Listed,Lambo Creek,Brevard,Transylvania,-82.7289,35.2509,2,1922,2012
Martin Lake Dam,NC00398,12/15/10,Private,Bear Creek-Tr,Mocksville,Davie,-80.591,35.889,5,1958,not available
Mccrary Lake Dam,NC00452,11/18/14,Local Government,Cedar Fork Creek-Tr,Farmer,Randolph,-79.857,35.716,2,1930,not available
Quail Acres Dam,NC00218,12/10/14,Private,Four Mile Creek-Tr,Matthews,Mecklenburg,-80.7894,35.0691,2,1962,2001
Plantation Lake Dam,NC00416,12/22/10,Private,Yadkin River-Tr,High Rock,Davie,-80.412,35.857,5,1951,not available
Price Lake Dam At C.P. Mi.296.7,NC00254,2/17/05,Federal,Boone Fork Creek,Blowing Rock,not available,-81.7313,36.1383,0,1964,1991
Burlington Mills Dam,NC00135,12/5/90,Private,Second Broad River,Caroleen,Rutherford,-81.8013,35.2833,5,1900,not available
Worthville Lake Dam,NC00446,7/13/11,Private,Deep River,Central Falls,Randolph,-79.7768,35.8015,5,1920,not available
Third Creek Dam #10,NC00146,12/17/14,Private,Third Creek-Tr,Statesville,Iredell,-81.0213,35.8158,5,1957,not available
Roxboro Country Club Lake Dam,NC00573,3/26/04,Private,Story Creek-Tr,Denniston,Person,-78.9945,36.4544,5,1971,not available
Crystal Lake Dam,NC01021,2/14/08,Private,Eno River-Tr,Durham,Durham,-78.9369,36.055,2,1947,2004
Overman Lake Dam,NC00723,10/23/14,Private,Rocky River-Tr,Siler City,Randolph,-79.551,35.827,2,1960,not available
Henson Lake Dam,NC00610,12/11/13,Private,Reedy Fork Creek-Tr,Ossipee,Guilford,-79.915,36.196,5,1954,not available
Privette Lake Dam #2,NC00991,3/17/04,Private,Moccasin Creek-Tr,Rock Ridge,Wake,-78.263,35.829,5,1945,not available
Lake Burlington Sediment Dam #1(Pl-566),NC00743,11/25/14,Local Government,Toms Creek-Os,Burlington,Alamance,-79.4125,36.2236,5,1972,not available
Lake Benson Dam,NC00861,2/21/13,Local Government,Swift Creek,Smithfield,Wake,-78.6114,35.662,2,1952,not available
Williams Millpond Dam,NC00942,4/1/14,State,Lewis Branch,Hallsville,Wayne,-77.984,35.187,2,1938,not available
Lake Orange Dam,NC00773,3/29/12,Local Government,East Fork Eno River,Hillsborough,Orange,-79.149,36.146,2,1969,not available
Hamlet City Lake Lower Dam,NC00635,2/9/15,Local Government,Marks Creek,Hamlet,Richmond,-79.6923,34.883,2,1934,not available
X Way Millpond Dam,NC01091,6/10/14,Private,Gum Swamp Creek,Dillon Sc,Scotland,-79.528,34.744,2,1949,not available
Mcadenville,NC01076,9/10/15,Private,South Fork Catawba River,Mcdenville,Gaston,-81.0766,35.2617,3,1888,not available
Nobels Millpond Dam,NC00947,12/14/10,Private,Trent River,Pleasent Hill,Lenoir,-77.6392,35.097,5,1850,not available
Laurel Hill Lake Dam,NC01082,2/7/01,Private,Undermine Branch,Laurel Hill,Scotland,-79.556,34.932,5,1958,not available
Tar River Reservoir Dam,NC00913,4/2/14,Local Government,Tar River,Rocky Mount,Nash,-77.885,35.899,2,1971,not available
Tar Heel Farm Lake Dam,NC00970,2/4/99,Private,Arters Branch-Tr,Smithfield,Johnston,-78.3902,35.485,5,1957,not available
Tom Harrison Memorial Dam,NC00937,4/22/15,Private,Walnut Creek,Seven Springs,Wayne,-77.865,35.304,2,1963,2001
Bailey Lake Dam,NC01032,4/9/02,Private,Little Lick Creek-Tr,Falls,Durham,-78.787,35.996,5,1963,not available
Akins Lake Dam #2,NC00932,1/8/14,Private,Basal Creek-Tr,Banks,Wake,-78.8106,35.6273,5,1959,2009
Weeks Lake Dam,NC00817,2/13/97,Private,Tar River-Tr,Tarboro,Edgecombe,-77.5627,35.9127,5,1956,not available
Lakehurst S/D Dam,NC01039,3/15/12,Private,Northeast Creek-Tr,Farrington,Durham,-78.9282,35.8913,2,1955,not available
Aydelette Lake Dam,NC00692,1/6/14,Private,Little Alamance Creek-Tr,Troxlers Mill,Guilford,-79.699,36.038,2,1933,not available
Hackney Millpond Dam,NC00620,6/23/76,Private,Rocky River,Siler City,Chatham,-79.4247,35.7363,5,1831,not available
Lake View Estates Dam,NC00738,11/30/10,Private,Haw River-Tr,Burlington,Alamance,-79.386,36.13,5,1956,not available
Lingle Lake Dam,NC00129,11/19/13,Private,Gobble Creek-Tr,Petersville,Davidson,-80.363,35.84,5,1963,not available
Tuckertown,NC00550,6/16/15,Private,Yadkin,Badin,"Stanly, Montgomery",-80.1764,35.4851,1,1962,not available
Thompson Lake Dam,NC00245,12/4/13,Private,Pine Branch Glade Creek,Blevins Crossroads,Alleghany,-81.034,36.496,5,1953,not available
Johnston Lake Dam,NC00230,10/24/13,Private,Coffey Creek-Tr,Pineville,Mecklenburg,-80.9346,35.1488,5,1966,1999
Town Of Boone Water Supply Dam,NC00252,10/28/14,Local Government,North Prong Flannery Fork,Boone,Watauga,-81.6861,36.1763,2,1957,not available
Bob Cat Acres Lake Dam,NC00444,2/13/13,Private,Uwharrie River-Tr,Trinity,Randolph,-80.029,35.872,2,1937,not available
Reid Lake Dam #1,NC00514,10/31/13,Private,Six Mile Creek-Os,Van Wyck Sc,Union,-80.786,35.015,5,1951,not available
Lake Hills Club Dam,NC00428,3/10/10,Private,Mill Creek #3,Bethania,Forsyth,-80.348,36.188,2,1953,not available
Deep Creek W/S #30A (Pl-566),NC00266,12/4/14,Local Government,South Deep Creek-Tr,High Rock,Yadkin,-80.673,36.1177,2,1968,not available
Rhett Mill Dam,NC00235,1/7/15,Private,King Creek,Hendersonville,Henderson,-82.4396,35.2853,2,1955,not available
Powhatan,NC00359,4/12/12,Federal,Bent Creek,Bent Creek,Buncombe,-82.6231,35.4834,5,1942,not available
Crooked Creek Lake Dam,NC00238,8/31/15,Private,Mud Creek,Hendersonville,Henderson,-82.4703,35.2824,2,1938,not available
Johnson Pond Dam,NC00163,2/21/13,Private,Black Creek-Tr,Lillington,Wake,-78.7527,35.5402,2,1958,2007
Shadow Lake Dam,NC00063,5/21/01,Private,Little River,Whispering Pines,Moore,-79.443,35.268,5,1890,not available
Warrior Lake Dam,NC00079,7/16/15,Private,Mill Creek,Lakeview,Moore,-79.382,35.225,2,1965,not available
Whippoorwill Lake Dam,NC00222,10/22/15,Private,Coffey Creek-Tr,Pineville,Mecklenburg,-80.938,35.186,5,1953,not available
High Rock Lake Dam,NC00189,8/20/15,Private,Steel Creek,Cedar Mountain,Transylvania,-82.681,35.166,2,1949,not available
Carolina Stalite Dam,NC00543,10/29/14,Private,Long Branch,Aquadale,Stanly,-80.2458,35.2222,2,1973,not available
Fiber Lake Dam,NC00299,10/20/11,Private,Withrow Creek-Os,Spencer,Rowan,-80.6136,35.7077,5,1966,not available
Allison Lake Dam,NC00219,10/20/15,Private,South Yadkin River-Tr,Cooleemee,Iredell,-80.821,35.892,5,1930,not available
Frank Liske Park Dam,NC00525,11/20/14,Private,Wolf Meadow Branch - Tr,Roberta Mill,Cabarrus,-80.6207,35.3647,2,1950,1999
Town Fork Creek W/S Dam #14A,NC00346,1/13/15,Local Government,Voss Creek,Walnut Cove,Stokes,-80.192,36.312,2,1972,not available
Brinkley Twin Lakes Dam #1,NC00410,12/13/11,Private,Catawba River-Os,Mount Holly,Mecklenburg,-80.971,35.315,5,1950,not available
Newton City Lake Dam,NC00367,3/3/15,Local Government,Clark Creek-Tr,Newton,Catawba,-81.2502,35.6555,2,1936,not available
Horton Lake Dam #1,NC00663,3/6/02,Private,Deep River-Tr,Red Mountain,Person,-78.8916,36.3052,5,1970,not available
Gaston,NC00826,9/2/15,Public Utility,Roanoke River,Roanoke Rapids,Halifax,-77.811,36.5019,1,1963,1986H
Roxboro Afterbay Dam,NC00666,10/8/15,Public Utility,Hyco River,Denniston,Person,-78.9972,36.5223,2,1974,not available
Mcduffie Lake Dam,NC00763,6/5/06,Private,Mill Creek-Os,Robbins,Moore,-79.676,35.327,5,1958,not available
Crawleys Pond Dam,NC00825,4/11/02,Private,Martin Swamp-Tr,Delmar,Halifax,-77.7872,36.3558,5,1954,not available
Blackley Lake Dam,NC00999,6/22/12,Private,Harris Creek,Milburnie,Wake,-78.485,35.889,5,1951,not available
Pensbroso Acres Lake,NC00624,2/25/02,Private,Wilkinson Creek-Tr,Bynum,Chatham,-79.162,35.807,5,1940,not available
Lynwood Lake Dam,NC00669,1/6/14,Private,Little Alamance Creek-Tr,Troxlers Mill,Guilford,-79.731,36.004,2,1962,not available
Fellowship Lake Dam,NC00778,3/19/02,Private,Seven Mile Creek-Tr,Hillsborough,Orange,-79.1961,36.0408,5,1960,not available
Keen Lake Dam #1,NC00965,10/21/08,Private,Black Creek-Tr,Four Oaks,Johnston,-78.4808,35.4783,2,1900,not available
Camp Durant Lake Dam #1,NC00793,6/30/10,Local Government,Perry Creek-Tr,Milburnie,Wake,-78.584,35.891,5,1947,not available
Brooks Pond Dam,NC00987,3/2/99,Private,Black Creek-Tr,not available,Wake,-78.726,35.567,5,not available,not available
Dewitt Lake Dam,NC00648,4/13/07,Private,Mountain Creek-Os,Mcleods,Richmond,-79.725,35.134,5,1955,not available
Bass Lake Dam,NC00911,1/22/01,Private,Turkey Creek-Tr,Spring Hope,Nash,-78.0912,35.9909,5,1960,not available
Lake Brandt Dam,NC00700,1/29/14,Local Government,Reedy Fork,Ossipee,Guilford,-79.8373,36.1709,2,1960,not available
Lands Lake Dam,NC01074,4/26/11,Private,Crooked Creek-Tr,Bunn,Franklin,-78.29,35.957,5,1954,not available
Whitley Lake Dam,NC00981,3/13/13,Private,Bear Creek,Lagrange,Greene,-77.804,35.4048,2,1962,2004
Angus Barn Lake Dam,NC00854,12/28/00,Private,Sycamore Creek,Raleigh,Wake,-78.767,35.896,5,1957,not available
Lake Myra Dam,NC00800,4/23/93,Private,Marks Creek,Smithfield,Wake,-78.43,35.753,5,1919,not available
Richmond Millpond Dam,NC01080,2/7/14,Private,Gum Swamp Creek,Laurel Hill,Scotland,-79.53,34.821,2,1860,2005
Thompson-Arthur Lake Dam,NC00728,11/12/14,Private,Caraway Creek-Tr,Farmer,Randolph,-79.877,35.793,5,1960,not available
Lake Property Dam,NC00596,2/27/13,Private,Ryan Creek-Os,Greensboro,Guilford,-79.815,36.026,5,1959,not available
Whorrells Millpond Dam,NC01058,1/30/08,Private,Hares Branch,Murfreesboro,Hertford,-77.083,36.44,5,1938,not available
Hamme Lake Dam,NC01000,4/11/02,Private,Gibbs Creek-Tr,not available,Granville,-78.541,36.224,5,1957,not available
Whitaker Lake Dam,NC00683,3/5/12,Private,Haw River-Os,Altamahaw,Guilford,-79.953,36.213,5,1952,not available
Watson Lake Dam,NC00015,2/21/12,Local Government,Juniper Creek,not available,Lee,-79.047,35.454,5,not available,not available
Olive Lake Dam,NC00003,5/28/13,Private,Barbeque Swamp,Sanford,Harnett,-79.095,35.338,5,1954,not available
Morris Dam,NC00021,6/15/76,Private,Juniper Creek,not available,Lee,-79.132,35.379,5,1890,not available
Lake Wanteska Dam,NC00198,5/21/14,Private,Lower Creek,Powellton,Transylvania,-82.7675,35.1479,2,1972,not available
Angel Lake Dam Upper,NC00409,11/6/13,Private,Smith Creek,Guthrie,Forsyth,-80.1216,36.1138,5,1960,not available
Statesville Flour Mill Dam,NC00148,10/31/13,Private,Fifth Creek-Tr,Cool Springs,Iredell,-80.751,35.8169,5,1949,not available
Cobles Reservoir Dam,NC00431,1/9/14,Private,Sooky Creek,High Rock,Davidson,-80.295,35.746,5,1959,not available
Mcnair Lake Dam,NC00485,4/7/11,Private,Nichols Creek,Capelsie,Montgomery,-79.881,35.482,5,1973,not available
Town Fork Creek W/S Dam #10,NC00349,2/4/15,Local Government,Town Fork Creek,Germanton,Stokes,-80.279,36.313,2,1967,not available
Middle Colonial Ctr. Club Dam,NC00440,11/14/13,Private,Uwharrie River-Tr,Trinity,Randolph,-80.036,35.878,5,1956,not available
Auman Lake Dam,NC00491,12/12/13,Private,Little River-Tr,Asbury,Randolph,-79.848,35.57,5,1950,not available
Bonsal Company Lake Dam,NC00493,2/13/08,Private,Mccoy Creek,Cheraw Sc,Anson,-79.935,34.974,5,1955,not available
Kings Mountain Lake Dam #1,NC00112,10/16/14,Public Utility,Kings Creek,Kings Creek Sc,Cleveland,-81.35,35.201,2,1929,not available
Pinewild Lake Dam,NC00062,7/14/15,Private,Joe'S Fork Creek-Tr,not available,Moore,-79.494,35.206,2,not available,not available
Henry River Dam,NC00373,1/8/15,Private,Henry Fork,Henry River,Burke,-81.4268,35.6939,2,1902,not available
William O. Huske Lock & Dam,NC00206,7/1/15,Federal,Cape Fear River,Tolars Landing,Bladen,-78.8233,34.8349,5,1935,not available
Comm Scope Dam,NC00362,3/4/15,Private,Catawba River-Os,Keisters Store,Catawba,-81.0316,35.6491,5,1967,2003
Baldwin Lake Dam,NC00473,1/8/08,Private,Mill Creek-Os,Robbins,Montgomery,-79.723,35.315,5,1963,not available
Lake Tahoma,NC00316,4/8/13,Private,Buck Creek,Pleasant Gardens,Mcdowell,-82.08,35.723,2,1928,not available
Yadkin Narrows,NC00549,9/9/15,Private,Yadkin River,River Haven,"Stanly, Montgomery",-80.0931,35.4197,1,1917,not available
Hamlett Lake Dam,NC00461,11/13/14,Private,Back Creek-Tr,Farmer,Randolph,-79.821,35.757,5,1968,not available
Troy Town Reservoir Dam #2,NC00475,10/18/12,Public Utility,Hughes Creek,Capelsie,Montgomery,-79.869,35.391,5,1956,2004
Mahler'S Pond Dam,NC00164,3/2/15,Private,Ut To Wolfe Creek,"Fingerville, Sc",Polk,-82.1902,35.2073,2,1965,not available
Phillips Lake Dam,NC00406,5/6/15,Private,Toms Creek,Garden Creek,Mcdowell,-82.0532,35.7245,2,1902,not available
Waters Lake Dam,NC00093,4/2/13,Private,Brindle Creek,Morganton,Burke,-81.8093,35.6152,5,1968,not available
Queens Creek,NC00333,7/10/15,Public Utility,"Queens Creek, Nantahala River",Nantahala,Macon,-83.6571,35.2758,1,1949,not available
Colonial Ctr. Club Dam Lower,NC00439,11/14/13,Private,Uwharrie River-Tr,Trinity,Randolph,-80.032,35.882,2,1996,not available
Johnson Lake Dam #4,NC00812,8/4/76,Private,Occoneechee Swamp,Hamilton,Northampton,-77.5158,36.3483,5,1950,not available
Lake Higgins Dam,NC00698,1/6/15,Local Government,Brush Creek,Ossipee,Guilford,-79.8799,36.1686,2,1956,not available
Few Lake Dam,NC01045,3/17/93,Private,New Hope Creek-Tr,Farrington,Durham,-79.0033,35.8786,5,1960,not available
Harris Lake Dam #2,NC00675,4/22/03,Private,Tar River-Tr,Stanhope,Franklin,-78.231,36.049,5,1972,not available
Privette Lake Dam #1,NC00990,12/12/97,Private,Moccasin Creek-Tr,Rock Ridge,Wake,-78.2647,35.8219,5,1949,not available
Turfgrass Lake Dam #2,NC00993,12/31/11,Private,Crabtree Creek-Tr,Smithfield,Wake,-78.5498,35.7811,5,1957,not available
Doolittle Millpond Dam,NC00803,5/26/93,State,Paddys Delight Creek,Murfreesboro,Northampton,-77.254,36.405,5,1925,not available
Ledbetter Lake Dam,NC00653,2/9/15,Private,Hitchcock Creek,Ledbetter,Richmond,-79.7146,34.9847,2,1880,not available
Ames Lake Dam,NC00668,1/3/13,Private,Reedy Fork Creek-Tr,Ossipee,Guilford,-79.619,36.213,5,1954,not available
Timken Lake Dam,NC01075,10/24/13,Private,Hoyle Creek-Tr,Spencer Mountain,Lincoln,-81.1724,35.4475,5,not available,not available
Lake Vista Dam,NC01051,6/19/09,Private,Eno River-Tr,Durham,Durham,-78.957,36.0816,2,1958,2009
Harris Lake Dam #3,NC00903,4/22/03,Private,Tar River-Tr,Stanhope,Franklin,-78.228,36.047,5,1952,not available
Weatherspoon Plant Cooling Lake Dam,NC01078,8/27/14,Private,Lumber River,Lumberton,Robeson,-78.9714,34.5847,2,1955,not available
Frazier Lake Dam,NC00922,1/24/01,Private,Gideon Swamp,Gold Rock,Nash,-77.96,36.159,5,1957,not available
Moore Lake Dam,NC01064,4/7/04,Private,Little River,Lowell Mill,Franklin,-78.422,35.979,5,1900,not available
Dickens Lake Dam,NC00836,8/5/76,Private,Deep Creek,Roanoke Rapids,Halifax,-77.847,36.455,5,1920,not available
