,,,,,,,,,,,
dam_name,nidid,inspection_date,owner_typ,river,city,county,longitude,latitude,inspection_frequency,year_completed,year_modified
Umstead Park Lake Dam #2,NC00882,1/3/06,State,Sycamore Creek,Raleigh,Wake,-78.757,35.867,5,1955,not available
Hatch Lake Dam,NC00843,4/13/93,Private,Crabtree Creek-Tr,Morrisville,Wake,-78.847,35.826,5,1958,not available
Pleasants Lake Dam,NC01069,3/31/81,Private,Red Bud Creek,Gold Rock,Franklin,-78.1086,36.1177,5,1910,not available
Lake Herman Dam,NC00600,12/4/14,Private,Reedy Fork - Tr,Ossipee,Guilford,-79.726,36.172,2,1920,not available
Wayne County Wildlife Pond Dam,NC00938,5/19/15,Private,Beaver Dam,Snow Hill,Wayne,-77.849,35.457,2,1963,not available
Rounda Dam,NC00682,12/18/14,Private,South Buffalo Creek-Tr,Greensboro,Guilford,-79.786,36.022,2,1950,not available
Bengston Lake Dam #2,NC00715,4/8/08,Private,Jackson Creek-Os,Jackson Springs,Moore,-79.638,35.239,5,1965,not available
Bellamy Lake Dam,NC00988,4/22/02,Private,Rocky Swamp,Enfield,Halifax,-77.753,36.158,5,1940,not available
Moss Lake Dam,NC00953,4/11/02,Private,Rocky Swamp-Tr,Enfield,Halifax,-77.806,36.191,5,1955,not available
Rowland Lake Dam,NC01013,5/11/93,Local Government,Sandy Branch,Weldons Mill,Vance,-78.363,36.309,5,1900,not available
Buffalo Lake Dam,NC00011,1/13/14,Private,Little Bridge Branch,Manchester,Harnett,-79.046,35.289,2,1953,not available
Biltmore Lake Dam,NC00293,3/26/15,Private,Bill Moore Creek,Enka,Buncombe,-82.658,35.538,2,1933,not available
Roaring Gap Club Lake Dam,NC00242,12/18/14,Private,Laurel Branch,Roaring Gap,Alleghany,-80.9838,36.4041,2,1927,not available
White/Myatt Dam,NC00162,3/6/15,Private,Scott Branch,Franklin,Macon,-83.334,35.176,2,not available,not available
Gaddy Goose Pond Dam,NC00501,1/24/08,Private,Canal Branch Brown Creek-Os,Cheraw Sc,Anson,-80.0966,35.0861,5,1968,not available
Lake Bay Dam,NC00049,3/17/09,Private,James Creek,Pope Field,Moore,-79.296,35.193,5,1948,not available
Baker Quarry Lake Dam,NC00531,2/5/15,Private,Crooked Creek-Os,Cheraw Sc,Union,-80.611,35.042,2,1969,not available
Bruton Millpond Dam,NC00482,2/16/01,Private,Little River,Little Mills,Montgomery,-79.894,35.284,5,1900,not available
Rowan County Wildlife Lake Dam,NC00322,2/6/15,Not Listed,Graft Branch,Salisbury,Rowan,-80.5357,35.6917,2,1965,not available
Taylor Lake Dam,NC00128,10/7/14,Private,Indian Creek-Os,Johnstown,Lincoln,-81.458,35.511,5,1951,not available
Newton Lake Dam,NC00057,2/7/01,Private,Juniper Creek-Os,Scotch Grove,Scotland,-79.444,34.887,5,1962,not available
Osceola Lake Dam,NC00239,6/15/15,Private,Shepherd Creek,Hendersonville,Henderson,-82.473,35.2976,2,1920,not available
Bookout Lake Dam,NC00110,10/20/15,Private,Clarks Creek-Tr,Battleground School Sc,Cleveland,-81.334,35.164,5,1958,not available
Hawthorne Lake Dam Upper,NC00149,10/18/11,Private,Fourth Creek-Tr,Statesville,Iredell,-80.854,35.82,5,1953,not available
Hawthorne Lake Dam Lower,NC00150,10/18/11,Private,Fourth Creek-Tr,Statesville,Iredell,-80.854,35.816,5,1960,not available
Dumaine Lake Dam #1,NC00556,11/14/12,Private,Buffalo Creek-Tr,Eden,Rockingham,-79.844,36.498,5,1966,not available
Bee Tree Lake Dam,NC00289,4/16/15,Local Government,Bee Tree Creek,Swannanoa,Buncombe,-82.401,35.6412,2,1927,2004
Jordan Lake Dam,NC00156,8/8/13,Private,Drowning Creek-Os,Alma,Moore,-79.708,35.29,5,1953,not available
Third Creek Dam #37,NC00144,10/20/15,Private,Third Creek,Statesville,Iredell,-80.956,35.791,5,1966,not available
Trout Lake Dam C.P.Pk.Mi.294.6,NC00255,2/17/05,Federal,not available,not available,not available,-81.7,36.145,0,1951,1991
Maiden Water Plant Lake Dam,NC00361,3/3/15,Local Government,Maiden Creek,Maiden,Catawba,-81.1919,35.5844,2,1965,1983
Deep Creek W/S #28 (Pl-566),NC00265,7/22/13,Local Government,North Deep Creek-Tr,High Rock,Yadkin,-80.6886,36.1475,5,1964,not available
Richardson Lake Dam,NC00447,1/21/14,Private,Hasketts Creek-Tr,Worthville,Randolph,-79.8036,35.7702,2,1951,not available
Yadco Lake Dam,NC00068,8/29/12,Private,Aberdeen Ck-Os,Aberdeen,Moore,-79.4431,35.1535,5,1959,not available
Lake Ashnoca Dam,NC00292,12/14/05,Private,Ragsdale Creek,Asheville,Buncombe,-82.6179,35.5581,2,1961,not available
Lake Rim Dam,NC00028,11/18/13,State,Bones Creek,Hope Mills,Cumberland,-79.0419,35.0308,2,1920,1992
Lake Wade Dam,NC00560,12/10/14,Private,Jones Creek,Lawsonville,Rockingham,-79.578,36.364,5,1960,not available
Wakefield Lake Dam #2,NC00884,10/6/98,Private,Richland Creek,Milburnie,Wake,-78.5594,35.9544,5,1953,not available
Kivett Lake Dam,NC00720,2/4/14,Private,Back Creek-Os,Farmer,Randolph,-79.8795,35.7545,5,1957,not available
Williams Lake Dam #5,NC00761,12/7/10,Private,Drowning Creek-Os,Alma,Moore,-79.673,35.291,5,1968,not available
Sandler/Mcnairy Dam,NC00587,1/31/12,Private,Mears Fork Creek-Tr,Altamahaw,Guilford,-79.828,36.238,5,1991,1991
Matthews Lake Dam,NC01044,12/12/97,Private,New Hope Creek-Tr,Farrington,Durham,-78.965,35.932,5,1951,not available
Camp Adventure Lake Dam,NC00857,2/4/14,Private,Upper Barton Creek-Tr,Falls,Wake,-78.688,35.983,5,1930,not available
Waters Millpond Dam,NC00950,5/6/08,Private,Moseley Creek - Tr,Kinston,Lenoir,-77.76,35.306,5,1855,not available
Carter Lake Dam,NC00710,3/14/12,Private,Mill Creek-Tr,Coleridge,Randolph,-79.723,35.696,5,1949,not available
Idols Reservior Dam,NC00791,12/9/14,Local Government,Yadkin River,Spencer,Forsyth,-80.3986,35.9749,5,1897,2008
Fair Lake Dam,NC01092,2/7/14,Private,Gum Swamp Creek,Dillon Sc,Scotland,-79.517,34.742,2,1952,not available
Morris Lake Dam,NC00807,6/9/93,Private,Roanoke River-Tr,Hamilton,Northampton,-77.413,36.295,5,1966,not available
Snouffer Lake Dam,NC00745,12/13/11,Private,Bowden Branch,Burlington,Alamance,-79.415,36.081,2,1950,not available
Jackson Lake Dam,NC01066,4/15/11,Private,Cypress Creek,Stanhope,Franklin,-78.209,36.065,2,1929,2004
Sleepy Creek Upper Lake Dam,NC00941,4/22/15,Private,Sleepy Creek,Seven Springs,Wayne,-77.964,35.256,2,not available,2001
Dunnaway Lake Dam,NC00858,2/18/95,Private,Turkey Creek,Raleigh,Wake,-78.733,35.879,5,1957,not available
Johnson Millpond Dam #1,NC00809,8/4/76,Private,Occoneechee Creek,Hamilton,Northampton,-77.5188,36.3583,5,1950,not available
Hedrick Sand & Gravel Lake Dam,NC00792,2/14/08,Private,Mccoy Creek,Cheraw Sc,Anson,-79.9,34.972,5,1924,not available
Spring Lake Dam,NC00936,4/22/15,Not Listed,Walnut Creek-Tr,Seven Springs,Wayne,-77.865,35.312,2,1970,2001
Lake Elton Dam,NC01037,7/29/08,Private,Northeast Creek-Tr,Parkwood,Durham,-78.898,35.926,2,1962,not available
Higgins Lake Dam,NC00606,12/15/11,Private,Little Alamance Creek-Tr,Alamance,Guilford,-79.691,36.048,5,1952,not available
Turfgrass Lake Dam #3,NC00994,12/31/11,Private,Crabtree Creek-Tr,Smithfield,Wake,-78.5489,35.7836,2,1950,not available
Wake Forest Water Supply Dam,NC00995,6/22/12,Local Government,Smith Creek,Milburnie,Wake,-78.4894,35.9708,2,1960,not available
Lake Wilson,NC00894,4/10/12,Local Government,Toisnot Swamp,Wilson,Wilson,-77.9206,35.7889,2,1960,not available
Akins Lake Dam #1,NC00931,1/8/14,Private,Basal Creek-Tr,Banks,Wake,-78.7987,35.6224,5,1954,not available
Blanchard Lake Dam #3,NC00009,12/4/12,Private,Barbeque Swamp,Harnett,Harnett,-79.0588,35.323,2,1953,not available
Johnson Lake Dam,NC00014,3/2/04,Private,Fall Creek-Tr,not available,Lee,-79.0627,35.4683,5,not available,not available
Trout Lake,NC00152,10/28/14,Private,Laurel Fork Creek,Darby,Watauga,-81.5164,36.1692,2,1971,not available
Muddy Creek Dam #19,NC00176,6/3/15,Local Government,Hopper Creek,Dysartsville,Mcdowell,-81.881,35.5914,5,1961,not available
Pine Tree Lake Dam #1,NC00368,11/19/13,Private,Abbotts Creek-Tr,Wallburg,Forsyth,-80.0933,36.0677,5,1970,not available
Dutchmans Creek W/S Dam #8,NC00259,12/9/14,Local Government,Cedar Creek,High Rock,Davie,-80.535,36,2,1970,not available
Echo Lake Dam,NC00286,3/31/15,Private,Cane Creek,Fairview,Buncombe,-82.3363,35.5456,2,1966,2001
Lake Monroe Dam,NC00535,1/7/15,Local Government,Richardson Creek,Monroe,Union,-80.5183,34.9411,2,1955,not available
Town Fork Creek W/S Dam #15,NC00345,1/13/15,Local Government,Mills Creek,Walnut Cove,Stokes,-80.163,36.3402,5,1962,not available
Fox Mountain Lake Dam,NC00155,10/20/15,Private,Rocky Creek-Tr,New Hope,Iredell,-81.002,36.004,5,1955,not available
Tillery,NC00547,7/15/15,Public Utility,Pee Dee,Cheraw,"Stanly, Montgomery",-80.0658,35.2067,1,1928,not available
Nelson Lake Dam,NC00499,2/27/13,Private,North Fork Jones Creek-Os,Cheraw Sc,Anson,-80.067,34.909,5,1935,not available
Quail Hollow Country Club Lake Dam,NC00224,11/6/13,Private,Mcmullen Creek-Os,Pineville,Mecklenburg,-80.837,35.112,5,1960,1997
Lexington Storage Reservoir Dam,NC00177,10/29/14,Local Government,Leonard Creek,Lexington,Davidson,-80.215,35.858,2,1934,not available
Catawba Dam,NC00374,2/28/89,Public Utility,Catawba River,Bridgewater,Mcdowell,-81.8889,35.7339,2,1919,not available
East Fork (Tannasee Creek),NC00335,1/27/15,Public Utility,East Fork Tuckasegee,"Tuckasegee, Nc",Jackson,-83.0023,35.2136,1,1955,not available
John Bunch Lake Dam,NC00451,11/18/14,Local Government,Cedar Fork Creek-Tr,Farmer,Randolph,-79.861,35.722,2,1942,not available
Lake Montonia Dam,NC00114,12/22/14,Private,Kings Creek-Tr,Kings Creek Sc,Cleveland,-81.329,35.202,2,1933,not available
Skyview Lake Dam Lower,NC00154,10/9/14,Private,Hunting Creek-Tr,Cooleemee,Iredell,-80.73,35.9441,5,1952,not available
Raleigh Airport Pond Dam,NC00272,6/21/02,Private,Swift Creek-Tr,Raleigh,Wake,-78.6561,35.7283,5,not available,not available
Third Creek Watershed #18,NC00095,2/12/15,Private,Third Creek-Trib.,Statesville,Iredell,-80.9036,35.7333,2,1960,not available
Helms Lake Dam,NC00517,9/1/15,Private,Stewart Creek-Trib.,not available,Union,-80.5294,35.0238,5,1972,not available
Beaver Lake Dam,NC00291,1/29/15,Not Listed,Beaver Dam Creek,Woodfin,Buncombe,-82.569,35.636,2,1926,2011
Cascade Lake Dam,NC00340,3/6/14,Public Utility,Little River,Little River,Transylvania,-82.6394,35.2189,2,1919,1992
Camp Occoneechee Dam,NC00241,2/27/15,Private,Cane Creek,Lake Lure,Rutherford,-82.2002,35.4089,2,1927,not available
Aberdeen Town Lake Dam,NC00069,1/9/15,Local Government,Aberdeen Creek,Aberdeen,Moore,-79.4302,35.1386,2,1945,1999
Stevenson Lake Dam,NC00834,2/26/04,Private,Quanky Creek,Halifax,Halifax,-77.733,36.42,5,1955,not available
King Lake Dam,NC00629,1/9/14,Private,Ward Branch,Haywood,Chatham,-79.09,35.778,5,1948,not available
Langdon Lake Dam #2,NC00957,2/2/99,Private,Swift Creek-Tr,Smithfield,Johnston,-78.5958,35.6036,5,1954,not available
Rocky Mount Millpond Dam,NC00917,10/10/07,Private,Tar River,Rocky Mount,Nash,-77.803,35.961,5,1923,not available
Lake Andrew Acres Dam,NC00961,2/8/99,Private,Reddy Branch,Archer Lodge,Johnston,-78.3466,35.7144,5,1967,not available
Lake Lamar Dam,NC00561,1/22/15,Private,Carroll Creek-Tr,Reidsville,Rockingham,-79.69,36.397,5,1958,not available
Lake Michie Dam,NC01027,2/8/12,Public Utility,Flat River,Redwood,Durham,-78.8309,36.1502,2,1926,not available
Hall Lake Dam,NC01084,3/7/11,Private,Bearskin Swamp,Salemburg,Sampson,-78.449,35.014,5,1900,not available
Edgehill Farm Dam,NC00927,2/18/14,Private,Coles Branch,Morrisville,Wake,-78.805,35.783,5,1960,not available
Butler Lake Dam,NC00574,1/26/11,Private,Grays Branch,Burlington,Caswell,-79.4888,36.2813,5,1954,not available
Earp Lake Dam,NC00959,2/3/99,Private,Neuse River-Tr,Clayton,Johnston,-78.449,35.668,5,1967,not available
Lake Mckenzie Dam,NC00712,8/21/12,Private,Drowning Creek-Os,Wagram,Moore,-79.58,35.169,5,1957,not available
Webbs Millpond Dam,NC00907,2/6/13,Private,Bear Branch-Tr,Spring Hope,Nash,-78.067,35.947,5,1918,not available
Johnson Pond Dam,NC00845,4/30/13,Private,Moccasin Creek-Tr,not available,Wake,-78.284,35.814,2,not available,not available
Monks Pond Dam,NC00899,2/20/08,Private,Tyson Creek-Tr,Greenville,Pitt,-77.52,35.654,5,1959,not available
Buckhorn Lake Dam,NC00671,11/21/13,Private,Reedy Fork Creek-Tr,Ossipee,Guilford,-79.596,36.216,5,1960,not available
Johnson Lake Dam #3,NC00811,7/4/76,Private,Occoneechee Creek,Hamilton,Northampton,-77.5069,36.3572,5,1950,not available
Dozier Lake Dam,NC00923,1/24/01,Private,Gideon Swamp,Gold Rock,Nash,-77.957,36.145,5,1964,not available
Langdon Lake Dam #1,NC00958,3/3/04,Private,Mill Branch,Willow Springs,Johnston,-78.571,35.569,5,1940,not available
White Oak Lake Dam,NC00597,11/10/04,Private,North Buffalo Creek-Tr,Greensboro,Guilford,-79.768,36.109,5,1900,not available
Wood Lake Dam,NC00604,11/20/13,Private,Polecat Creek-Tr,Worthville,Guilford,-79.7942,35.9697,2,1930,not available
Baldwin Millpond Dam,NC00622,6/2/76,Private,Terrell Creek,Bynum,Chatham,-79.235,35.826,5,1820,not available
Maxton Lake Dam,NC01079,6/14/12,Private,Big Shoe Heel Creek,Dillon Sc,Robeson,-79.367,34.719,5,1850,not available
John Smith Lake Dam,NC00570,1/15/15,Private,Matrimony Cr.-Tr,Eden,Rockingham,-79.795,36.485,2,1962,not available
Roxboro Municipal Lake Dam,NC00658,11/3/11,Local Government,Storys Creek,Chub Lake,Person,-79.017,36.435,2,1955,not available
Sheppard Millpond Dam,NC00901,11/25/08,Private,Briery Swamp,Washington,Pitt,-77.21,35.6911,2,1920,not available
Thomas Lake Dam,NC00488,12/30/14,Private,Uwharrie River-Tr,Farmer,Randolph,-80.0172,35.8247,5,1963,not available
Atagahi Lake Dam,NC00197,5/21/14,Private,Carson Creek,Conestee Falls Develop,Transylvania,-82.7187,35.1547,2,1973,not available
Duke Power Park Lake Dam,NC00103,10/17/11,State,Catawba River-Tr,Keisters Store,Iredell,-80.934,35.67,5,1960,not available
Lake Mcphaul Dam,NC00050,8/29/12,Private,Rockfish Creek,Raeford,Moore,-79.371,35.137,5,1964,not available
Camp Grier Dam,NC00358,1/13/15,Private,Mill Creek,Old Fort,Mcdowell,-82.1948,35.6399,2,1930,not available
Beard Lake Dam,NC00486,1/30/14,Private,Caraway Creek-Tr,Flint Hill,Randolph,-79.936,35.831,2,1965,not available
Derbyshire Dam,NC00209,3/2/15,Private,Hughes Creek,Collinsville,Polk,-82.0988,35.241,2,not available,2012
Cowans Ford,NC00132,4/23/15,Private,Catawba River,Mount Holly,Lincoln,-80.9587,35.435,1,1963,not available
Mckiethan Lake,NC00046,5/4/12,Federal,Juniper Creek,Silver City,Hoke,-79.2519,35.0962,0,1936,not available
Isothermal College Dam,NC00098,1/28/15,State,Bracketts Creek,Forest City,Rutherford,-81.91,35.3388,2,1969,not available
Willis Lake Dam,NC00243,12/3/13,Private,Waterfall Creek,Whitehead,Alleghany,-81.145,36.427,5,1962,not available
Flowers Lake Dam,NC00364,3/4/15,Private,Elk Shoal Creek-Tr,Catawba,Catawba,-81.1588,35.8,2,1973,not available
Hatfield Assoc. Lake Dam,NC00151,11/24/10,Private,Beaver Creek-Tr,Cool Springs,Iredell,-80.843,35.8305,5,1953,not available
Cedarwood Lake Dam,NC00448,12/2/10,Private,Gabriels Creek-Tr,Cedar Falls,Randolph,-79.754,35.741,5,1958,not available
Mocksville Lake Dam,NC00232,12/15/10,Private,Bear Creek-Tr,Mocksville,Davie,-80.597,35.893,5,1957,not available
Whiteside Lake,NC00267,9/9/04,Private,Grassy Camp Creek,Norton,Jackson,-83.153,35.113,5,1949,not available
The Cliffs At High Carolina Dam,NC00285,4/16/15,Private,Rocky Fork Creek,Fairview,Buncombe,-82.36,35.563,2,1953,not available
Dutchman Creek W/S Dam #15A,NC00370,10/23/14,Local Government,Ellsworth Creek,High Rock,Davie,-80.4926,35.8864,2,1972,not available
Skyview Lake Dam Upper,NC00153,10/9/14,Private,Hunting Creek-Tr,Cooleemee,Iredell,-80.7319,35.9433,2,1947,not available
Monroe Lake Dam Lower,NC00065,5/21/01,Private,Nicks Creek-Os,Whispering Pines,Moore,-79.4441,35.2277,5,1950,not available
Midway Fishing Lake Ii Dam,NC00123,10/20/15,Private,Muddy Fork-Tr,Buffalo Bridge,Cleveland,-81.372,35.322,5,1958,not available
Mckellars Lake (Lower),NC00029,10/14/15,Federal,Mcpherson Creek,Pope Afb Nc,Cumberland,-79.0486,35.1589,0,1938,not available
Laurel Lake Dam,NC00195,1/14/15,Private,Sutton Creek,Boylston,Transylvania,-82.6705,35.3088,2,1963,not available
Marsh Lake Dam,NC00539,10/18/11,Private,Beaver Dam Creek-Os,Peachland,Union,-80.3655,34.9438,5,1959,not available
Big Muddy Lake,NC00058,10/14/15,Federal,Big Muddy Creek,Wagram Nc,Scotland,-79.487,35.0236,0,1937,2009
Lake Desmond Dam,NC00325,2/14/12,Local Government,Ellison Creek-Tr,High Rock,Forsyth,-80.436,36.069,5,1967,2008
Cedar Lake Dam,NC00122,10/20/15,Private,Little Buffalo Creek,Baker Bridge,Cleveland,-81.46,35.402,5,1965,not available
Thagards Lake Dam,NC00073,1/16/15,Local Government,Little River,Lakeview,Moore,-79.3608,35.2646,2,1964,2000
Ticoa Lake Dam,NC00199,5/21/14,Private,Batson Creek,Dunns Rock,Transylvania,-82.7338,35.158,2,1974,not available
Crawford Lake Dam,NC00500,3/8/13,Private,South Fork Jones Creek-Os,Morven,Anson,-80.058,34.848,5,1967,not available
Camp Keyauwee Lake Dam,NC00442,1/31/13,Private,Little Caraway Creek-Tr,Farmer,Randolph,-79.943,35.796,5,1950,not available
W. Kerr Scott Dam,NC00300,5/5/14,Federal,Yadkin River,Wilkesboro,Wilkes,-81.2333,36.15,5,1963,not available
Muddy Creek #15,NC00175,4/21/14,Local Government,Allen Mill Creek,Morganton,Mcdowell,-81.8882,35.6149,5,1962,not available
Legacy Golf Links Dam No. 3,NC00051,1/19/11,Private,Quewhiffle Creek-Tr,Wagram,Moore,-79.417,35.091,5,1969,not available
Briar Lake Dam,NC00233,3/4/15,Private,Shaw Creek-Tr,Horse Shoe,Henderson,-82.503,35.3158,2,not available,not available
Apalachia,NC00181,10/9/14,Federal,Hiwassee River,Turtletown,Cherokee,-84.295,35.17,2,1943,not available
Conrad Lake Dam,NC00389,9/23/15,Private,Mill Creek-Tr,West Bend,Forsyth,-80.442,36.121,2,1945,not available
Jones Lake Dam,NC00509,1/8/14,Private,Richards North Ck-Os,Cheraw Sc,Anson,-80.265,35.115,5,1954,not available
Smitherman Millpond Dam,NC00483,2/15/08,Private,Little River,Capelsie,Montgomery,-79.853,35.344,5,1900,not available
Oxford,NC00329,6/15/15,Private,Catawba River,"Taylorsville, Nc",Catawba,-81.1922,35.8214,1,1928,not available
Wesleyan Youth Camp Lake Dam,NC00433,11/19/14,Private,Little Caraway Creek-Tr,Farmer,Randolph,-79.926,35.787,5,1967,not available
Lake Fisher Dam,NC00520,12/4/14,Local Government,Cold Water Creek,Concord,Cabarrus,-80.578,35.486,2,1948,1992
Lake Michael Dam,NC00771,6/3/14,Local Government,Back Creek-Tr,Haw River,Orange,-79.25,36.108,5,1952,not available
Shephard Lake Dam,NC00632,3/11/08,Private,Falling Creek-Os,Rockingham,Richmond,-79.685,34.935,5,1930,not available
Vinson Lake Dam,NC00578,5/18/76,Private,Jordan Creek-Os,Burlington,Caswell,-79.3286,36.2469,5,1958,not available
Williams Lake Dam #4,NC00760,12/7/10,Private,Drowning Creek-Os,Alma,Moore,-79.674,35.293,5,1968,not available
Holt Lake Dam,NC00968,1/22/12,Private,Black Creek,Goldsboro,Johnston,-78.383,35.468,5,1900,not available
Evans Lake Dam,NC00935,2/5/99,Private,Cary Creek-Tr,Lillington,Wake,-78.8555,35.6161,5,1954,not available
Rankin Lake Dam,NC00646,5/22/14,Not Listed,Little Mountain Creek-Os,Cheraw Sc,Richmond,-79.778,35.1,2,1958,not available
Jones Dam,NC00731,12/17/13,Private,Little Polecat Creek-Tr,Worthville,Randolph,-79.716,35.898,5,1950,not available
Woodards Pond,NC00892,4/10/12,Private,Toisnot Swamp,Stantonsburg,Wilson,-77.842,35.681,5,1954,not available
Lake Anne Dam,NC00860,2/14/06,Private,Turkey Creek,Raleigh,Wake,-78.732,35.87,5,1959,not available
Forbis Lake Dam,NC00690,11/5/14,Private,Little Alamance Creek-Tr,Troxlers Mill,Guilford,-79.72,36.0066,5,1970,not available
Ashley Lake Dam,NC00783,3/19/02,Private,North Fork Little River-Tr,Orange Factory,Orange,-79.0508,36.1855,5,1973,not available
Nobles Millpond Dam,NC00819,6/1/11,Private,Cokey Creek-Tr,Wiggins Crossroads,Edgecombe,-77.666,35.884,5,1940,not available
Oxford Hunt Dam,NC00844,12/8/00,Private,Turkey Creek-Tr,Morrisville,Wake,-78.818,35.772,5,1986,not available
Teague Lake Dam,NC00602,1/13/15,Private,Little Alamance Creek-Tr,Alamance,Guilford,-79.667,35.92,2,1947,not available
Perry Lake Dam,NC01063,1/17/01,Private,Norris Creek,Sutton,Franklin,-78.298,35.934,5,1900,not available
Braswell Lake Dam,NC00924,1/6/05,Private,Beech Branch,Battleboro,Nash,-77.7675,36.0315,5,1973,not available
Lake Royale Dam,NC00821,2/3/12,Private,Cypress Creek,Spring Hope,Franklin,-78.1878,35.9503,2,1973,2009
Stratford Lake Dam #1,NC01041,12/13/11,Private,Third Fork Creek-Tr,Farrington,Durham,-78.915,35.944,5,1959,not available
Wakefield Lake Dam #1,NC00883,4/23/93,Private,Jenny Branch,Falls,Wake,-78.581,35.955,5,1952,not available
Tull Millpond Dam,NC00948,3/7/13,Private,Southwest Creek,Deep Run,Lenoir,-77.734,35.155,2,1875,9999
Circle R Lake Dam,NC01073,3/6/03,Private,Taylor'S Creek-Tr,Franklinton,Franklin,-78.457,36.144,5,1956,not available
